ModelOne,,,,ModelTwo,,,,Norm(Distance)
-2.0946978224215735,-1.7868444920395203,-0.014612240061284065,,-1.996779278372323,-1.7229292252152104,0.01909580929057148,,0.12169402283208025
0.1898283500432747,-1.3952011515729625,-0.013101878277496608,,0.20558243680806665,-1.362915682273214,0.02043344297487746,,0.049144282975718837
0.6989579985640966,-1.295777702110025,-0.013045239421768929,,0.70427750516464,-1.2656013122345842,0.020495185978753327,,0.045429855738664086
-1.6150222196774926,-1.69747729131517,-0.014629125613136321,,-1.499866608908221,-1.6135042686162457,0.01927306102735673,,0.14649792316563678
0.2586405918133818,-1.7442960027714007,-0.013118370074684495,,0.2729521746633454,-1.7043507309432646,0.02041223527252555,,0.054080936013029664
-1.8232335865403317,-1.0966226105342811,-0.0147535223554528,,-1.5981874207260227,-0.9945630320781654,0.019724483356370323,,0.24950083603111636
